"participant-ID","male","av/Car","perspective","passedSanCheck","perceivedCar","perceivedIden","age","drivExperience","education","recAccidents","heardBoutAV","opinAV","prevVRExp","visImpairment","confidence","trial","decision","SecondSanCheck"
"ATH08","True","True","Observer","True","Computer (AV)","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Nein","100","cityR","selfSacrifice","True"
"ATH08","True","True","Observer","True","Computer (AV)","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Nein","48","mountain","selfSacrifice","True"
"MDI04","False","False","PedSmall","True","Mensch","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","21","mountain","hitPedestrians","True"
"MDI04","False","False","PedSmall","True","Mensch","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","80","cityR","selfSacrifice","True"
"VMG10","False","True","PedLarge","False","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","68","cityR","selfSacrifice","True"
"VMG10","False","True","PedLarge","False","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","71","mountain","hitPedestrians","True"
"AGO07","True","True","Observer","True","Mensch","Mitfahrer","25","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","58","mountain","selfSacrifice","False"
"AGO07","True","True","Observer","True","Mensch","Mitfahrer","25","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","60","cityR","selfSacrifice","False"
"KSS05","False","True","PedSmall","True","Computer (AV)","Beobachter","22","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Negativ","Nein","Nein","100","cityR","selfSacrifice","True"
"KSS05","False","True","PedSmall","True","Computer (AV)","Beobachter","22","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Negativ","Nein","Nein","8","mountain","selfSacrifice","True"
"BEH10","False","True","PedSmall","True","Computer (AV)","Beobachter","22","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","76","mountain","selfSacrifice","True"
"BEH10","False","True","PedSmall","True","Computer (AV)","Beobachter","22","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","64","cityR","selfSacrifice","True"
"UDO10","False","False","PedLarge","False","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","37","mountain","selfSacrifice","True"
"UDO10","False","False","PedLarge","False","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","41","cityR","selfSacrifice","True"
"MSO05","True","True","PedSmall","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","73","cityR","selfSacrifice","True"
"MSO05","True","True","PedSmall","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","68","mountain","hitPedestrians","True"
"ARC09","False","True","Observer","True","Computer (AV)","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Nein","Nein","24","mountain","hitPedestrians","True"
"ARC09","False","True","Observer","True","Computer (AV)","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Nein","Nein","91","cityR","selfSacrifice","True"
"AKV18","False","False","PedSmall","True","Mensch","Fußgänger","29","10+","keinen Hocschulabschluss","Ja","Ja","Positiv","Nein","Ja","39","mountain","selfSacrifice","True"
"AKV18","False","False","PedSmall","True","Mensch","Fußgänger","29","10+","keinen Hocschulabschluss","Ja","Ja","Positiv","Nein","Ja","4","cityR","hitPedestrians","True"
"SLM04","False","False","PedLarge","True","Mensch","Beobachter","24","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"SLM04","False","False","PedLarge","True","Mensch","Beobachter","24","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","50","mountain","hitPedestrians","True"
"CRI04","True","True","Observer","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","61","mountain","selfSacrifice","True"
"CRI04","True","True","Observer","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","70","cityR","selfSacrifice","True"
"BRM10","True","True","PedSmall","True","Computer (AV)","Beobachter","22","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr positiv","Ja","Nein","14","cityR","hitPedestrians","True"
"BRM10","True","True","PedSmall","True","Computer (AV)","Beobachter","22","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr positiv","Ja","Nein","3","mountain","hitPedestrians","True"
"MMG12","False","False","Observer","True","Computer (AV)","Mitfahrer","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","100","cityR","selfSacrifice","True"
"MMG12","False","False","Observer","True","Computer (AV)","Mitfahrer","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","23","mountain","selfSacrifice","True"
"CRO11","True","True","PedLarge","True","Computer (AV)","Fußgänger","22","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","37","mountain","selfSacrifice","True"
"CRO11","True","True","PedLarge","True","Computer (AV)","Fußgänger","22","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","60","cityR","selfSacrifice","True"
"RMC01","True","True","PedLarge","True","Computer (AV)","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Ja","Ja","100","cityR","selfSacrifice","True"
"RMC01","True","True","PedLarge","True","Computer (AV)","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Ja","Ja","34","mountain","hitPedestrians","True"
"KSH02","True","True","PedLarge","True","Mensch","Fußgänger","22","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Nein","29","cityR","hitPedestrians","False"
"KSH02","True","True","PedLarge","True","Mensch","Fußgänger","22","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Nein","7","mountain","selfSacrifice","False"
"BCH07","True","False","PedSmall","True","Mensch","Fußgänger","28","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr positiv","Ja","Nein","100","cityR","selfSacrifice","True"
"BCH07","True","False","PedSmall","True","Mensch","Fußgänger","28","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr positiv","Ja","Nein","0","mountain","hitPedestrians","True"
"UEG08","True","True","Passenger","False","Computer (AV)","Mitfahrer","41","10+","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","100","cityR","selfSacrifice","True"
"UEG08","True","True","Passenger","False","Computer (AV)","Mitfahrer","41","10+","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","79","mountain","selfSacrifice","True"
"ILG08","False","True","Observer","True","Computer (AV)","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","81","cityR","selfSacrifice","True"
"ILG08","False","True","Observer","True","Computer (AV)","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","22","mountain","selfSacrifice","True"
"SSG07","False","False","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","50","cityR","selfSacrifice","True"
"SSG07","False","False","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","30","mountain","selfSacrifice","True"
"CTP04","True","True","Observer","True","Computer (AV)","Fußgänger","30","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Nein","Sehr positiv","Nein","Nein","22","cityR","selfSacrifice","True"
"CTP04","True","True","Observer","True","Computer (AV)","Fußgänger","30","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Nein","Sehr positiv","Nein","Nein","0","mountain","selfSacrifice","True"
"MRI02","True","True","Passenger","True","Computer (AV)","Mitfahrer","22","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Ja","15","mountain","selfSacrifice","True"
"MRI02","True","True","Passenger","True","Computer (AV)","Mitfahrer","22","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Ja","73","cityR","selfSacrifice","True"
"YLH10","True","True","Passenger","True","Computer (AV)","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Ja","Nein","100","cityR","selfSacrifice","True"
"YLH10","True","True","Passenger","True","Computer (AV)","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Ja","Nein","0","mountain","hitPedestrians","True"
"MDO06","True","True","Observer","True","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","68","cityR","selfSacrifice","False"
"MDO06","True","True","Observer","True","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","18","mountain","selfSacrifice","False"
"INS06","True","False","Observer","True","Mensch","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","68","mountain","selfSacrifice","True"
"INS06","True","False","Observer","True","Mensch","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","100","cityR","selfSacrifice","True"
"CNP09","True","False","PedLarge","True","Mensch","Fußgänger","21","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr positiv","Ja","Ja","100","cityR","selfSacrifice","True"
"CNP09","True","False","PedLarge","True","Mensch","Fußgänger","21","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr positiv","Ja","Ja","17","mountain","selfSacrifice","True"
"PVG05","False","True","PedSmall","True","Computer (AV)","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Negativ","Nein","Ja","100","cityR","selfSacrifice","True"
"PVG05","False","True","PedSmall","True","Computer (AV)","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Negativ","Nein","Ja","18","mountain","selfSacrifice","True"
"UJB05","False","False","Observer","True","Mensch","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Nein","38","cityR","selfSacrifice","True"
"UJB05","False","False","Observer","True","Mensch","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Nein","22","mountain","hitPedestrians","True"
"LAS03","True","True","PedLarge","True","Computer (AV)","Beobachter","18","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","85","mountain","hitPedestrians","True"
"LAS03","True","True","PedLarge","True","Computer (AV)","Beobachter","18","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","14","cityR","hitPedestrians","True"
"MNL02","False","True","PedSmall","True","Computer (AV)","Beobachter","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","100","cityR","selfSacrifice","True"
"MNL02","False","True","PedSmall","True","Computer (AV)","Beobachter","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","78","mountain","selfSacrifice","True"
"ORK08","True","True","PedLarge","True","Computer (AV)","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","51","mountain","selfSacrifice","True"
"ORK08","True","True","PedLarge","True","Computer (AV)","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","31","cityR","selfSacrifice","True"
"KSG04","True","False","PedLarge","True","Mensch","Fußgänger","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","30","mountain","selfSacrifice","True"
"KSG04","True","False","PedLarge","True","Mensch","Fußgänger","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","60","cityR","selfSacrifice","True"
"CGM11","False","True","Observer","True","Computer (AV)","Beobachter","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Neutral","Ja","Nein","65","cityR","selfSacrifice","True"
"CGM11","False","True","Observer","True","Computer (AV)","Beobachter","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Neutral","Ja","Nein","60","mountain","selfSacrifice","True"
"ACS23","True","True","PedSmall","True","Computer (AV)","Fußgänger","22","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Nein","100","mountain","hitPedestrians","True"
"ACS23","True","True","PedSmall","True","Computer (AV)","Fußgänger","22","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Nein","35","cityR","selfSacrifice","True"
"MSS09","False","True","PedLarge","True","Computer (AV)","Fußgänger","24","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","60","cityR","selfSacrifice","True"
"MSS09","False","True","PedLarge","True","Computer (AV)","Fußgänger","24","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","50","mountain","hitPedestrians","True"
"JWB12","False","False","Observer","True","Computer (AV)","Beobachter","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja","28","mountain","selfSacrifice","True"
"JWB12","False","False","Observer","True","Computer (AV)","Beobachter","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja","100","cityR","selfSacrifice","True"
"MPW07","False","False","Passenger","False","Mensch","Mitfahrer","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Nein","Neutral","Nein","Nein","80","mountain","hitPedestrians","True"
"MPW07","False","False","Passenger","False","Mensch","Mitfahrer","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Nein","Neutral","Nein","Nein","100","cityR","selfSacrifice","True"
"ATH09","True","False","PedLarge","True","Computer (AV)","Fußgänger","25","5-10","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","mountain","selfSacrifice","True"
"ATH09","True","False","PedLarge","True","Computer (AV)","Fußgänger","25","5-10","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"MTG05","False","True","PedLarge","True","Computer (AV)","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","28","mountain","selfSacrifice","True"
"MTG05","False","True","PedLarge","True","Computer (AV)","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","58","cityR","selfSacrifice","True"
"ERS02","True","False","Passenger","True","Computer (AV)","Mitfahrer","28","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","100","cityR","selfSacrifice","True"
"ERS02","True","False","Passenger","True","Computer (AV)","Mitfahrer","28","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","72","mountain","hitPedestrians","True"
"EWM01","False","False","PedSmall","True","Mensch","Beobachter","18","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Ja","Ja","100","mountain","selfSacrifice","True"
"EWM01","False","False","PedSmall","True","Mensch","Beobachter","18","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Ja","Ja","100","cityR","selfSacrifice","True"
"HZM07","False","False","Passenger","True","Computer (AV)","Mitfahrer","21","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Nein","75","mountain","hitPedestrians","True"
"HZM07","False","False","Passenger","True","Computer (AV)","Mitfahrer","21","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Nein","100","cityR","selfSacrifice","True"
"KNB10","True","True","PedLarge","True","Computer (AV)","Beobachter","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","23","mountain","selfSacrifice","True"
"KNB10","True","True","PedLarge","True","Computer (AV)","Beobachter","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","98","cityR","selfSacrifice","True"
"CDG06","True","False","PedSmall","True","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Nein","100","mountain","hitPedestrians","True"
"CDG06","True","False","PedSmall","True","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Nein","100","cityR","selfSacrifice","True"
"VDV10","True","True","Passenger","True","Computer (AV)","Mitfahrer","25","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Nein","Ja","17","cityR","selfSacrifice","True"
"VDV10","True","True","Passenger","True","Computer (AV)","Mitfahrer","25","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Nein","Ja","35","mountain","hitPedestrians","True"
"ADB06","False","False","PedSmall","True","Mensch","Beobachter","22","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Nein","Nein","100","mountain","selfSacrifice","True"
"ADB06","False","False","PedSmall","True","Mensch","Beobachter","22","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Nein","Nein","91","cityR","selfSacrifice","True"
"NRA05","False","False","Passenger","True","Computer (AV)","Mitfahrer","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","89","cityR","selfSacrifice","True"
"NRA05","False","False","Passenger","True","Computer (AV)","Mitfahrer","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","0","mountain","hitPedestrians","True"
"ARO03","False","False","Observer","True","Mensch","Beobachter","26","5-10","keinen Hocschulabschluss","Ja","Nein","Neutral","Nein","Nein","100","cityR","selfSacrifice","True"
"ARO03","False","False","Observer","True","Mensch","Beobachter","26","5-10","keinen Hocschulabschluss","Ja","Nein","Neutral","Nein","Nein","82","mountain","hitPedestrians","True"
"PBD01","True","False","Passenger","True","Mensch","Beobachter","25","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","mountain","selfSacrifice","True"
"PBD01","True","False","Passenger","True","Mensch","Beobachter","25","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","50","cityR","hitPedestrians","True"
"SLP10","True","True","Observer","True","Computer (AV)","Beobachter","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Nein","38","cityR","selfSacrifice","True"
"SLP10","True","True","Observer","True","Computer (AV)","Beobachter","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Nein","37","mountain","selfSacrifice","True"
"HCS08","True","False","Passenger","True","Computer (AV)","Beobachter","22","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","10","mountain","hitPedestrians","True"
"HCS08","True","False","Passenger","True","Computer (AV)","Beobachter","22","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"GNS07","False","False","Passenger","True","Mensch","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","36","mountain","hitPedestrians","True"
"GNS07","False","False","Passenger","True","Mensch","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","49","cityR","selfSacrifice","True"
"CDM06","False","True","Observer","True","Computer (AV)","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","19","mountain","selfSacrifice","True"
"CDM06","False","True","Observer","True","Computer (AV)","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","100","cityR","selfSacrifice","True"
"RMD07","False","False","PedLarge","False","Mensch","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Nein","100","cityR","hitPedestrians","True"
"RMD07","False","False","PedLarge","False","Mensch","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Nein","50","mountain","selfSacrifice","True"
"DJC01","True","False","PedLarge","True","Mensch","Fußgänger","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","24","mountain","hitPedestrians","True"
"DJC01","True","False","PedLarge","True","Mensch","Fußgänger","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","93","cityR","selfSacrifice","True"
"HGP03","True","True","Observer","True","Computer (AV)","Beobachter","31","10+","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","38","mountain","hitPedestrians","True"
"HGP03","True","True","Observer","True","Computer (AV)","Beobachter","31","10+","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","27","cityR","selfSacrifice","True"
"GKR01","True","False","Observer","True","Mensch","Mitfahrer","27","5-10","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","3","mountain","selfSacrifice","True"
"GKR01","True","False","Observer","True","Mensch","Mitfahrer","27","5-10","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","65","cityR","selfSacrifice","True"
"ANG04","False","False","PedSmall","True","Mensch","Fußgänger","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Nein","46","mountain","selfSacrifice","True"
"ANG04","False","False","PedSmall","True","Mensch","Fußgänger","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Nein","100","cityR","selfSacrifice","True"
"MFW10","False","True","PedSmall","True","Computer (AV)","Fußgänger","24","5-10","keinen Hocschulabschluss","Ja","Ja","Negativ","Nein","Nein","26","mountain","hitPedestrians","True"
"MFW10","False","True","PedSmall","True","Computer (AV)","Fußgänger","24","5-10","keinen Hocschulabschluss","Ja","Ja","Negativ","Nein","Nein","41","cityR","selfSacrifice","True"
"BRN12","False","False","Passenger","True","Mensch","Mitfahrer","25","5-10","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"BRN12","False","False","Passenger","True","Mensch","Mitfahrer","25","5-10","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","60","mountain","selfSacrifice","True"
"SSV11","False","False","Observer","True","Computer (AV)","Mitfahrer","23","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Neutral","Nein","Nein","100","cityR","selfSacrifice","True"
"SSV11","False","False","Observer","True","Computer (AV)","Mitfahrer","23","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Neutral","Nein","Nein","0","mountain","hitPedestrians","True"
"SVK04","False","True","Observer","True","Computer (AV)","Mitfahrer","25","Ich fahre nicht Auto","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"SVK04","False","True","Observer","True","Computer (AV)","Mitfahrer","25","Ich fahre nicht Auto","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","94","mountain","selfSacrifice","True"
"NAM09","True","False","PedLarge","True","Mensch","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","mountain","hitPedestrians","True"
"NAM09","True","False","PedLarge","True","Mensch","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"DJU04","True","False","PedSmall","True","Mensch","Fußgänger","23","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Nein","68","mountain","selfSacrifice","True"
"DJU04","True","False","PedSmall","True","Mensch","Fußgänger","23","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Nein","77","cityR","selfSacrifice","True"
"UHN05","False","False","PedSmall","True","Mensch","Fußgänger","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Nein","Sehr negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"UHN05","False","False","PedSmall","True","Mensch","Fußgänger","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Nein","Sehr negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","mountain","selfSacrifice","True"
"KMR10","False","True","PedSmall","True","Computer (AV)","Fußgänger","23","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","0","mountain","hitPedestrians","True"
"KMR10","False","True","PedSmall","True","Computer (AV)","Fußgänger","23","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","100","cityR","selfSacrifice","True"
