"participant-ID","male","av/car","perspective","scenario","numb_childrenL","numb_adultL","numb_adultR","left_first","selected_option","difficulty_of_decision","response_time1","response_time2","SecondSanCheck","SecondSanCheck"
"1","False","True","0","2","0","2","0","False","Zweiteres","80","4.147461","29.30591","True","True"
"GNM12","True","True","1","0","0","1","5","True","Ersteres","69","11.96294","2.680664","True","True"
"GNM12","True","True","1","0","0","0","1","False","Zweiteres","100","2.987595","3.892929","True","True"
"GNM12","True","True","1","0","1","1","3","False","Zweiteres","0","8.322388","1.931473","True","True"
"GNM12","True","True","1","2","0","2","0","True","Zweiteres","0","9.604156","3.710327","True","True"
"GNM12","True","True","1","0","2","1","5","True","Ersteres","0","4.666077","1.546326","True","True"
"GNM12","True","True","1","3","0","2","0","False","Zweiteres","0","3.123169","1.757965","True","True"
"GNM12","True","True","1","1","0","2","4","False","Ersteres","100","2.695557","2.59903","True","True"
"GNM12","True","True","1","1","0","1","2","False","Ersteres","100","1.213135","1.132446","True","True"
"RZG09","False","False","2","0","0","1","5","False","Zweiteres","35","18.42493","22.73569","True","True"
"RZG09","False","False","2","0","0","0","1","True","Ersteres","53","5.955139","4.153503","True","True"
"RZG09","False","False","2","1","0","1","2","True","Ersteres","50","7.674866","1.350525","True","True"
"RZG09","False","False","2","0","1","1","3","True","Zweiteres","71","1.628174","1.645081","True","True"
"RZG09","False","False","2","2","0","2","0","True","Zweiteres","50","6.190186","1.383301","True","True"
"RZG09","False","False","2","3","0","2","0","False","Zweiteres","50","6.549561","1.179321","True","True"
"RZG09","False","False","2","0","2","1","5","True","Zweiteres","50","1.339417","1.028015","True","True"
"RZG09","False","False","2","1","0","2","4","False","Zweiteres","50","1.407104","2.425049","True","True"
"MNO06","True","True","3","0","0","1","5","True","Ersteres","62","6.198288","6.255989","True","True"
"MNO06","True","True","3","0","0","0","1","True","Ersteres","89","2.750641","2.566177","True","True"
"MNO06","True","True","3","1","0","2","4","True","Zweiteres","31","2.516342","2.018539","True","True"
"MNO06","True","True","3","0","1","1","3","False","Ersteres","62","1.938171","2.229919","True","True"
"MNO06","True","True","3","3","0","2","0","False","Ersteres","34","1.544037","5.861542","True","True"
"MNO06","True","True","3","1","0","1","2","True","Zweiteres","29","1.57077","2.361084","True","True"
"MNO06","True","True","3","0","2","1","5","False","Ersteres","75","5.25351","1.370178","True","True"
"MNO06","True","True","3","2","0","2","0","True","Zweiteres","14","2.426575","1.393433","True","True"
"IEC09","True","True","3","0","0","1","5","False","Zweiteres","71","27.51517","10.54034","True","True"
"IEC09","True","True","3","0","0","0","1","True","Zweiteres","40","47.6503","7.484192","True","True"
"IEC09","True","True","3","0","1","1","3","False","Ersteres","62","5.440094","4.344543","True","True"
"IEC09","True","True","3","1","0","1","2","False","Ersteres","63","12.41382","4.452515","True","True"
"IEC09","True","True","3","3","0","2","0","True","Ersteres","11","24.85272","4.021667","True","True"
"IEC09","True","True","3","0","2","1","5","True","Zweiteres","33","2.442139","1.234619","True","True"
"IEC09","True","True","3","1","0","2","4","False","Zweiteres","30","15.53992","1.986145","True","True"
"IEC09","True","True","3","2","0","2","0","False","Ersteres","0","26.6814","2.047363","True","True"
"KFP01","False","True","3","0","0","1","5","False","Zweiteres","74","13.4969","22.90524","True","True"
"KFP01","False","True","3","0","0","0","1","False","Zweiteres","100","5.32666","2.53685","True","True"
"KFP01","False","True","3","1","0","1","2","True","Ersteres","74","10.5947","11.27591","True","True"
"KFP01","False","True","3","2","0","2","0","False","Zweiteres","9","16.68271","11.0853","True","True"
"KFP01","False","True","3","1","0","2","4","False","Zweiteres","75","3.47052","5.979004","True","True"
"KFP01","False","True","3","0","1","1","3","True","Zweiteres","10","42.0993","3.795044","True","True"
"KFP01","False","True","3","3","0","2","0","True","Zweiteres","80","1.873474","6.146301","True","True"
"KFP01","False","True","3","0","2","1","5","True","Zweiteres","7","4.291382","4.275757","True","True"
"UUH11","True","True","0","0","0","1","5","True","Ersteres","100","4.134529","2.411003","True","True"
"UUH11","True","True","0","0","0","0","1","False","Zweiteres","100","7.296371","1.639465","True","True"
"UUH11","True","True","0","2","0","2","0","True","Ersteres","22","12.27798","5.046494","True","True"
"UUH11","True","True","0","3","0","2","0","True","Zweiteres","100","2.471832","1.158356","True","True"
"UUH11","True","True","0","1","0","1","2","False","Zweiteres","75","1.943878","1.440552","True","True"
"UUH11","True","True","0","0","2","1","5","False","Ersteres","72","4.651703","1.87146","True","True"
"UUH11","True","True","0","0","1","1","3","False","Ersteres","65","6.421448","3.854736","True","True"
"UUH11","True","True","0","1","0","2","4","False","Zweiteres","66","1.747711","6.003937","True","True"
"CNB12","True","True","1","0","0","1","5","False","Zweiteres","66","11.82361","8.940979","False","False"
"CNB12","True","True","1","0","0","0","1","False","Zweiteres","51","5.550262","2.815918","False","False"
"CNB12","True","True","1","1","0","1","2","True","Ersteres","35","8.301636","2.063965","False","False"
"CNB12","True","True","1","1","0","2","4","True","Ersteres","66","19.68835","2.40564","False","False"
"CNB12","True","True","1","0","1","1","3","True","Ersteres","82","4.917297","4.577148","False","False"
"CNB12","True","True","1","0","2","1","5","False","Zweiteres","78","6.721985","3.127991","False","False"
"CNB12","True","True","1","3","0","2","0","False","Ersteres","76","2.228516","2.44043","False","False"
"CNB12","True","True","1","2","0","2","0","True","Zweiteres","68","3.974182","1.186646","False","False"
"MKW08","False","True","1","0","0","1","5","False","Zweiteres","18","34.27736","6.937622","True","True"
"MKW08","False","True","1","0","0","0","1","True","Ersteres","88","12.19922","2.902649","True","True"
"MKW08","False","True","1","3","0","2","0","True","Zweiteres","57","9.364746","6.150177","True","True"
"MKW08","False","True","1","2","0","2","0","False","Ersteres","37","3.222168","8.148743","True","True"
"MKW08","False","True","1","0","1","1","3","False","Zweiteres","0","45.11218","2.269836","True","True"
"MKW08","False","True","1","1","0","1","2","True","Ersteres","47","3.378784","10.5943","True","True"
"MKW08","False","True","1","0","2","1","5","False","Zweiteres","3","22.54663","1.926697","True","True"
"MKW08","False","True","1","1","0","2","4","False","Zweiteres","59","11.64532","14.45831","True","True"
"SSF12","True","False","0","0","0","1","5","False","Zweiteres","100","10.59634","5.521667","True","True"
"SSF12","True","False","0","0","0","0","1","False","Zweiteres","100","3.600861","1.695557","True","True"
"SSF12","True","False","0","0","2","1","5","False","Ersteres","79","4.684814","6.484894","True","True"
"SSF12","True","False","0","2","0","2","0","True","Ersteres","79","5.312317","7.834442","True","True"
"SSF12","True","False","0","3","0","2","0","False","Ersteres","100","4.819336","1.820251","True","True"
"SSF12","True","False","0","1","0","1","2","False","Zweiteres","100","7.624084","1.322937","True","True"
"SSF12","True","False","0","1","0","2","4","False","Zweiteres","100","2.723083","1.610779","True","True"
"SSF12","True","False","0","0","1","1","3","True","Zweiteres","85","5.484314","1.887695","True","True"
"CSE03","True","True","1","0","0","1","5","True","Ersteres","25","14.3601","9.141113","False","False"
"CSE03","True","True","1","0","0","0","1","False","Zweiteres","100","7.756104","2.63176","False","False"
"CSE03","True","True","1","0","1","1","3","True","Ersteres","4","13.06876","6.132141","False","False"
"CSE03","True","True","1","2","0","2","0","False","Ersteres","61","2.20993","4.626221","False","False"
"CSE03","True","True","1","0","2","1","5","False","Zweiteres","16","7.37616","1.885132","False","False"
"CSE03","True","True","1","3","0","2","0","False","Ersteres","28","21.50369","1.808228","False","False"
"CSE03","True","True","1","1","0","1","2","True","Ersteres","50","2.308044","2.08197","False","False"
"CSE03","True","True","1","1","0","2","4","True","Ersteres","50","2.891663","2.471069","False","False"
"KSR08","True","True","2","0","0","1","5","False","Zweiteres","23","23.80724","3.636932","True","True"
"KSR08","True","True","2","0","0","0","1","True","Ersteres","100","7.584961","2.490265","True","True"
"KSR08","True","True","2","3","0","2","0","False","Ersteres","100","1.095001","1.384674","True","True"
"KSR08","True","True","2","1","0","1","2","False","Zweiteres","100","1.953033","2.035187","True","True"
"KSR08","True","True","2","2","0","2","0","True","Zweiteres","89","4.905548","3.628113","True","True"
"KSR08","True","True","2","0","1","1","3","False","Zweiteres","80","1.302124","4.014648","True","True"
"KSR08","True","True","2","1","0","2","4","True","Ersteres","100","1.938416","2.530823","True","True"
"KSR08","True","True","2","0","2","1","5","False","Zweiteres","100","0.8547974","2.420471","True","True"
"NRL06","True","False","1","0","0","1","5","True","Ersteres","100","7.260567","5.685295","True","True"
"NRL06","True","False","1","0","0","0","1","False","Zweiteres","78","5.385284","11.59282","True","True"
"NRL06","True","False","1","3","0","2","0","False","Ersteres","11","2.522018","3.755539","True","True"
"NRL06","True","False","1","1","0","2","4","True","Ersteres","65","2.194336","1.793304","True","True"
"NRL06","True","False","1","1","0","1","2","False","Ersteres","64","2.627441","1.371277","True","True"
"NRL06","True","False","1","0","1","1","3","False","Ersteres","70","1.709198","2.825745","True","True"
"NRL06","True","False","1","0","2","1","5","True","Zweiteres","65","2.644623","5.822113","True","True"
"NRL06","True","False","1","2","0","2","0","True","Zweiteres","55","1.972961","6.705872","True","True"
"AHF07","True","False","0","0","0","1","5","True","Ersteres","27","27.98685","9.253418","True","True"
"AHF07","True","False","0","0","0","0","1","True","Ersteres","100","4.083801","7.208984","True","True"
"AHF07","True","False","0","0","1","1","3","False","Ersteres","60","12.14801","15.0058","True","True"
"AHF07","True","False","0","1","0","1","2","True","Ersteres","58","3.028564","8.599182","True","True"
"AHF07","True","False","0","1","0","2","4","True","Ersteres","54","5.106995","8.564941","True","True"
"AHF07","True","False","0","3","0","2","0","False","Ersteres","85","3.312134","4.37439","True","True"
"AHF07","True","False","0","2","0","2","0","False","Ersteres","84","1.955872","5.505615","True","True"
"AHF07","True","False","0","0","2","1","5","True","Zweiteres","100","5.554932","2.576538","True","True"
"MNY08","False","True","0","0","0","1","5","True","Ersteres","59","17.56425","8.517212","True","True"
"MNY08","False","True","0","0","0","0","1","False","Zweiteres","87","2.814972","1.664154","True","True"
"MNY08","False","True","0","1","0","1","2","True","Ersteres","26","2.495087","1.369659","True","True"
"MNY08","False","True","0","1","0","2","4","True","Ersteres","27","7.283081","1.855499","True","True"
"MNY08","False","True","0","0","1","1","3","False","Ersteres","26","4.576569","1.83316","True","True"
"MNY08","False","True","0","3","0","2","0","True","Zweiteres","98","0.9598999","1.379333","True","True"
"MNY08","False","True","0","0","2","1","5","True","Ersteres","17","3.57843","1.527893","True","True"
"MNY08","False","True","0","2","0","2","0","True","Zweiteres","0","1.039978","1.824463","True","True"
"SHE11","False","False","0","0","0","1","5","False","Zweiteres","31","11.50784","13.73596","True","True"
"SHE11","False","False","0","0","0","0","1","False","Zweiteres","87","21.20242","3.684128","True","True"
"SHE11","False","False","0","0","2","1","5","False","Ersteres","69","2.802399","5.062164","True","True"
"SHE11","False","False","0","1","0","1","2","False","Zweiteres","31","3.201904","1.891693","True","True"
"SHE11","False","False","0","0","1","1","3","True","Zweiteres","35","10.26666","2.344696","True","True"
"SHE11","False","False","0","3","0","2","0","False","Ersteres","65","4.0625","1.824341","True","True"
"SHE11","False","False","0","1","0","2","4","True","Ersteres","77","3.147614","2.662079","True","True"
"SHE11","False","False","0","2","0","2","0","False","Zweiteres","14","11.61627","2.726196","True","True"
"NIO11","False","False","3","0","0","1","5","False","Zweiteres","0","35.81705","4.025848","True","True"
"NIO11","False","False","3","0","0","0","1","True","Ersteres","0","6.926025","5.282562","True","True"
"NIO11","False","False","3","1","0","1","2","False","Zweiteres","0","9.453308","6.005707","True","True"
"NIO11","False","False","3","0","1","1","3","False","Ersteres","0","58.74121","11.99719","True","True"
"NIO11","False","False","3","3","0","2","0","False","Ersteres","24","4.481628","2.577698","True","True"
"NIO11","False","False","3","2","0","2","0","True","Zweiteres","34","5.36554","1.571167","True","True"
"NIO11","False","False","3","1","0","2","4","True","Ersteres","29","21.57355","1.737793","True","True"
"NIO11","False","False","3","0","2","1","5","False","Ersteres","65","9.587952","2.944519","True","True"
"MMD12","True","True","0","0","0","1","5","True","Ersteres","49","33.73026","9.139221","True","True"
"MMD12","True","True","0","0","0","0","1","True","Ersteres","50","46.52667","2.106262","True","True"
"MMD12","True","True","0","2","0","2","0","False","Zweiteres","50","25.16382","1.598785","True","True"
"MMD12","True","True","0","0","1","1","3","False","Ersteres","100","16.7139","8.596649","True","True"
"MMD12","True","True","0","3","0","2","0","True","Zweiteres","100","10.54584","2.857849","True","True"
"MMD12","True","True","0","1","0","1","2","True","Ersteres","73","5.519043","6.477356","True","True"
"MMD12","True","True","0","0","2","1","5","True","Zweiteres","84","9.024841","3.876099","True","True"
"MMD12","True","True","0","1","0","2","4","False","Zweiteres","71","8.559326","3.135254","True","True"
"INL05","False","False","3","0","0","1","5","False","Zweiteres","70","9.69696","7.325851","True","True"
"INL05","False","False","3","0","0","0","1","False","Zweiteres","100","7.748474","2.170349","True","True"
"INL05","False","False","3","2","0","2","0","True","Ersteres","62","2.735657","11.05911","True","True"
"INL05","False","False","3","1","0","2","4","False","Ersteres","8","4.013519","6.139954","True","True"
"INL05","False","False","3","1","0","1","2","False","Ersteres","9","2.654236","9.096375","True","True"
"INL05","False","False","3","3","0","2","0","True","Zweiteres","33","1.685486","2.089844","True","True"
"INL05","False","False","3","0","2","1","5","False","Ersteres","78","1.728577","8.38092","True","True"
"INL05","False","False","3","0","1","1","3","True","Zweiteres","85","5.651917","2.658325","True","True"
"TLN07","True","True","1","0","0","1","5","True","Ersteres","79","9.036942","2.970245","True","True"
"TLN07","True","True","1","0","0","0","1","True","Ersteres","100","3.410004","1.917999","True","True"
"TLN07","True","True","1","2","0","2","0","False","Ersteres","36","11.1994","3.444122","True","True"
"TLN07","True","True","1","0","2","1","5","True","Ersteres","58","2.292297","1.673096","True","True"
"TLN07","True","True","1","0","1","1","3","True","Ersteres","65","1.574249","0.9719849","True","True"
"TLN07","True","True","1","1","0","2","4","True","Ersteres","78","2.003174","1.930481","True","True"
"TLN07","True","True","1","1","0","1","2","False","Zweiteres","78","1.070496","0.8170776","True","True"
"TLN07","True","True","1","3","0","2","0","True","Zweiteres","80","1.469666","1.367432","True","True"
"MRW09","True","True","2","0","0","1","5","True","Ersteres","100","10.56375","3.621887","True","True"
"MRW09","True","True","2","0","0","0","1","True","Ersteres","82","7.956497","4.341415","True","True"
"MRW09","True","True","2","2","0","2","0","False","Ersteres","51","21.039","6.673248","True","True"
"MRW09","True","True","2","0","1","1","3","False","Ersteres","78","3.613861","2.842621","True","True"
"MRW09","True","True","2","0","2","1","5","False","Ersteres","79","2.219788","4.149658","True","True"
"MRW09","True","True","2","1","0","2","4","True","Zweiteres","100","3.478027","3.603699","True","True"
"MRW09","True","True","2","3","0","2","0","True","Zweiteres","33","10.18939","1.326599","True","True"
"MRW09","True","True","2","1","0","1","2","False","Ersteres","79","1.922607","2.188416","True","True"
"GSM03","True","True","0","0","0","1","5","True","Ersteres","100","12.95873","3.114273","True","True"
"GSM03","True","True","0","0","0","0","1","True","Ersteres","100","6.437943","3.066803","True","True"
"GSM03","True","True","0","0","2","1","5","False","Zweiteres","0","14.00507","2.760284","True","True"
"GSM03","True","True","0","0","1","1","3","True","Ersteres","10","7.150482","3.617126","True","True"
"GSM03","True","True","0","1","0","1","2","True","Ersteres","8","3.667328","11.81381","True","True"
"GSM03","True","True","0","3","0","2","0","False","Zweiteres","67","22.69165","6.349243","True","True"
"GSM03","True","True","0","1","0","2","4","True","Ersteres","71","1.803284","3.803711","True","True"
"GSM03","True","True","0","2","0","2","0","False","Zweiteres","100","5.088745","1.747253","True","True"
"BNL12","False","True","3","0","0","1","5","True","Ersteres","76","16.11017","3.961914","True","True"
"BNL12","False","True","3","0","0","0","1","True","Ersteres","100","8.511292","4.758484","True","True"
"BNL12","False","True","3","1","0","2","4","False","Zweiteres","50","8.337158","2.363464","True","True"
"BNL12","False","True","3","1","0","1","2","False","Zweiteres","31","7.245544","3.108948","True","True"
"BNL12","False","True","3","2","0","2","0","True","Ersteres","50","4.412109","4.76947","True","True"
"BNL12","False","True","3","3","0","2","0","True","Zweiteres","50","14.15198","1.240112","True","True"
"BNL12","False","True","3","0","1","1","3","False","Ersteres","50","2.52124","1.222412","True","True"
"BNL12","False","True","3","0","2","1","5","True","Zweiteres","73","6.271851","3.311768","True","True"
"SNB08","True","False","1","0","0","1","5","False","Zweiteres","0","12.6441","2.770172","True","True"
"SNB08","True","False","1","0","0","0","1","False","Zweiteres","100","2.267899","2.479263","True","True"
"SNB08","True","False","1","2","0","2","0","True","Ersteres","16","20.11313","2.919067","True","True"
"SNB08","True","False","1","0","1","1","3","False","Ersteres","50","3.747345","2.273163","True","True"
"SNB08","True","False","1","1","0","1","2","True","Zweiteres","29","3.299774","1.324524","True","True"
"SNB08","True","False","1","0","2","1","5","False","Ersteres","77","1.59964","2.488495","True","True"
"SNB08","True","False","1","3","0","2","0","True","Zweiteres","78","1.712708","1.202881","True","True"
"SNB08","True","False","1","1","0","2","4","True","Zweiteres","11","7.035278","1.521057","True","True"
"DNJ09","True","False","1","0","0","1","5","False","Zweiteres","77","9.057472","15.09171","True","True"
"DNJ09","True","False","1","0","0","0","1","False","Zweiteres","100","2.801575","1.968155","True","True"
"DNJ09","True","False","1","0","2","1","5","False","Ersteres","63","4.44281","6.14624","True","True"
"DNJ09","True","False","1","1","0","2","4","True","Zweiteres","16","3.375977","6.453339","True","True"
"DNJ09","True","False","1","2","0","2","0","True","Ersteres","0","29.51559","1.569641","True","True"
"DNJ09","True","False","1","3","0","2","0","False","Ersteres","81","3.086456","1.528503","True","True"
"DNJ09","True","False","1","0","1","1","3","True","Zweiteres","66","5.594421","4.268921","True","True"
"DNJ09","True","False","1","1","0","1","2","False","Ersteres","13","5.859619","3.746399","True","True"
"SDP07","True","True","2","0","0","1","5","True","Ersteres","83","20.83167","12.37634","True","True"
"SDP07","True","True","2","0","0","0","1","False","Zweiteres","100","2.173706","1.591125","True","True"
"SDP07","True","True","2","0","1","1","3","True","Zweiteres","32","6.656036","2.056305","True","True"
"SDP07","True","True","2","3","0","2","0","True","Zweiteres","97","1.480957","1.411682","True","True"
"SDP07","True","True","2","2","0","2","0","False","Zweiteres","89","2.877319","1.424072","True","True"
"SDP07","True","True","2","1","0","1","2","True","Ersteres","86","1.667053","1.158997","True","True"
"SDP07","True","True","2","0","2","1","5","True","Ersteres","73","0.9598999","1.118652","True","True"
"SDP07","True","True","2","1","0","2","4","True","Ersteres","81","1.618225","0.739502","True","True"
"FTO07","False","False","1","0","0","1","5","True","Ersteres","100","8.304634","6.830406","True","True"
"FTO07","False","False","1","0","0","0","1","False","Zweiteres","100","4.76265","2.609344","True","True"
"FTO07","False","False","1","3","0","2","0","False","Ersteres","78","8.201752","3.504211","True","True"
"FTO07","False","False","1","0","2","1","5","False","Ersteres","32","14.57846","3.082825","True","True"
"FTO07","False","False","1","2","0","2","0","True","Zweiteres","70","2.267792","2.512848","True","True"
"FTO07","False","False","1","1","0","1","2","False","Zweiteres","100","3.050293","2.378265","True","True"
"FTO07","False","False","1","1","0","2","4","False","Zweiteres","100","1.680176","1.458954","True","True"
"FTO07","False","False","1","0","1","1","3","False","Ersteres","92","3.113464","2.809021","True","True"
"LLH06","True","False","3","0","0","1","5","False","Zweiteres","97","15.83575","13.0043","True","True"
"LLH06","True","False","3","0","0","0","1","True","Ersteres","100","9.028076","2.20874","True","True"
"LLH06","True","False","3","3","0","2","0","False","Zweiteres","8","41.74731","4.997925","True","True"
"LLH06","True","False","3","1","0","2","4","True","Ersteres","23","15.25824","3.842102","True","True"
"LLH06","True","False","3","0","2","1","5","True","Zweiteres","66","2.952393","5.581238","True","True"
"LLH06","True","False","3","2","0","2","0","False","Ersteres","32","4.308594","4.638367","True","True"
"LLH06","True","False","3","1","0","1","2","False","Ersteres","100","6.126465","4.987427","True","True"
"LLH06","True","False","3","0","1","1","3","False","Ersteres","94","2.482666","5.93927","True","True"
"KGG05","True","True","2","0","0","1","5","True","Ersteres","100","24.39008","10.38142","True","True"
"KGG05","True","True","2","0","0","0","1","True","Ersteres","100","8.423981","2.779449","True","True"
"KGG05","True","True","2","0","1","1","3","False","Zweiteres","100","16.41061","3.340027","True","True"
"KGG05","True","True","2","1","0","1","2","True","Zweiteres","100","2.633331","1.745148","True","True"
"KGG05","True","True","2","0","2","1","5","True","Ersteres","100","5.546967","1.746643","True","True"
"KGG05","True","True","2","1","0","2","4","True","Zweiteres","100","9.670959","1.688171","True","True"
"KGG05","True","True","2","3","0","2","0","True","Zweiteres","100","7.416016","2.725891","True","True"
"KGG05","True","True","2","2","0","2","0","False","Zweiteres","100","1.876709","2.312073","True","True"
"ATH08","True","True","1","0","0","1","5","False","Zweiteres","76","11.5598","5.441071","True","True"
"ATH08","True","True","1","0","0","0","1","True","Ersteres","100","3.560745","1.677856","True","True"
"ATH08","True","True","1","1","0","1","2","False","Ersteres","31","9.193192","4.109985","True","True"
"ATH08","True","True","1","3","0","2","0","True","Zweiteres","100","1.967041","2.625763","True","True"
"ATH08","True","True","1","0","2","1","5","False","Ersteres","17","27.9519","1.636902","True","True"
"ATH08","True","True","1","2","0","2","0","False","Ersteres","48","7.847717","5.534576","True","True"
"ATH08","True","True","1","1","0","2","4","False","Ersteres","67","1.413116","2.395752","True","True"
"ATH08","True","True","1","0","1","1","3","True","Zweiteres","7","2.228516","2.354248","True","True"
"MDI04","False","False","2","0","0","1","5","True","Ersteres","100","5.435486","4.304626","True","True"
"MDI04","False","False","2","0","0","0","1","True","Ersteres","100","3.280579","2.963318","True","True"
"MDI04","False","False","2","1","0","2","4","True","Ersteres","100","6.736877","3.796234","True","True"
"MDI04","False","False","2","1","0","1","2","True","Zweiteres","100","5.695496","3.229309","True","True"
"MDI04","False","False","2","2","0","2","0","True","Ersteres","21","20.91669","4.941528","True","True"
"MDI04","False","False","2","0","2","1","5","True","Ersteres","64","6.122498","2.768616","True","True"
"MDI04","False","False","2","0","1","1","3","True","Ersteres","64","7.212708","8.112305","True","True"
"MDI04","False","False","2","3","0","2","0","False","Ersteres","80","17.70483","2.959351","True","True"
"VMG10","False","True","3","0","0","1","5","False","Zweiteres","32","24.55326","8.876183","True","True"
"VMG10","False","True","3","0","0","0","1","True","Zweiteres","78","8.952209","2.597366","True","True"
"VMG10","False","True","3","3","0","2","0","False","Ersteres","68","4.7099","3.980164","True","True"
"VMG10","False","True","3","1","0","2","4","True","Ersteres","0","15.1449","4.134155","True","True"
"VMG10","False","True","3","1","0","1","2","True","Ersteres","0","3.271973","1.966614","True","True"
"VMG10","False","True","3","0","1","1","3","False","Ersteres","66","3.786499","3.641357","True","True"
"VMG10","False","True","3","0","2","1","5","False","Ersteres","63","2.111389","1.407654","True","True"
"VMG10","False","True","3","2","0","2","0","True","Ersteres","71","2.671143","7.605042","True","True"
"AGO07","True","True","1","0","0","1","5","False","Zweiteres","66","8.047958","5.568085","False","False"
"AGO07","True","True","1","0","0","0","1","False","Zweiteres","100","3.296661","2.466995","False","False"
"AGO07","True","True","1","1","0","2","4","True","Ersteres","32","3.809052","4.009705","False","False"
"AGO07","True","True","1","0","1","1","3","True","Ersteres","0","12.09042","3.402222","False","False"
"AGO07","True","True","1","1","0","1","2","False","Zweiteres","36","8.113159","7.591644","False","False"
"AGO07","True","True","1","0","2","1","5","True","Zweiteres","7","3.606506","4.391113","False","False"
"AGO07","True","True","1","2","0","2","0","False","Ersteres","58","3.262817","2.701904","False","False"
"AGO07","True","True","1","3","0","2","0","True","Zweiteres","60","4.136108","1.785645","False","False"
"KSS05","False","True","2","0","0","1","5","True","Ersteres","74","21.07988","3.717117","True","True"
"KSS05","False","True","2","0","0","0","1","False","Zweiteres","100","3.848663","1.602234","True","True"
"KSS05","False","True","2","3","0","2","0","False","Ersteres","100","3.451965","2.155334","True","True"
"KSS05","False","True","2","2","0","2","0","False","Ersteres","8","1.335175","3.624207","True","True"
"KSS05","False","True","2","1","0","2","4","False","Ersteres","50","2.039154","2.160583","True","True"
"KSS05","False","True","2","0","2","1","5","True","Zweiteres","60","2.129791","2.975403","True","True"
"KSS05","False","True","2","0","1","1","3","False","Ersteres","24","1.662292","1.511597","True","True"
"KSS05","False","True","2","1","0","1","2","False","Ersteres","76","1.078735","3.724243","True","True"
"BEH10","False","True","2","0","0","1","5","False","Zweiteres","65","11.37492","5.480225","True","True"
"BEH10","False","True","2","0","0","0","1","False","Zweiteres","100","8.384369","2.372101","True","True"
"BEH10","False","True","2","1","0","1","2","True","Ersteres","66","2.576782","2.393799","True","True"
"BEH10","False","True","2","1","0","2","4","True","Ersteres","68","1.508667","1.665161","True","True"
"BEH10","False","True","2","0","1","1","3","False","Zweiteres","38","7.992676","2.674377","True","True"
"BEH10","False","True","2","0","2","1","5","False","Zweiteres","36","1.131622","1.716614","True","True"
"BEH10","False","True","2","2","0","2","0","True","Zweiteres","76","0.8189392","2.118744","True","True"
"BEH10","False","True","2","3","0","2","0","True","Zweiteres","64","1.815979","4.025696","True","True"
"UDO10","False","False","3","0","0","1","5","True","Zweiteres","100","3.711388","3.370583","True","True"
"UDO10","False","False","3","0","0","0","1","True","Zweiteres","84","1.807358","1.967972","True","True"
"UDO10","False","False","3","2","0","2","0","False","Ersteres","37","5.248611","1.553879","True","True"
"UDO10","False","False","3","3","0","2","0","True","Zweiteres","41","3.511917","1.760239","True","True"
"UDO10","False","False","3","0","2","1","5","False","Ersteres","29","2.042572","2.927979","True","True"
"UDO10","False","False","3","1","0","2","4","False","Zweiteres","39","2.815033","1.865021","True","True"
"UDO10","False","False","3","0","1","1","3","False","Ersteres","38","2.496246","1.066895","True","True"
"UDO10","False","False","3","1","0","1","2","True","Ersteres","57","1.642853","2.031921","True","True"
"MSO05","True","True","2","0","0","1","5","False","Zweiteres","100","8.62883","8.259773","True","True"
"MSO05","True","True","2","0","0","0","1","False","Zweiteres","100","4.461899","1.949524","True","True"
"MSO05","True","True","2","3","0","2","0","False","Ersteres","73","4.644897","4.882904","True","True"
"MSO05","True","True","2","1","0","2","4","False","Zweiteres","100","3.718109","1.768036","True","True"
"MSO05","True","True","2","0","1","1","3","True","Zweiteres","71","11.93265","2.733185","True","True"
"MSO05","True","True","2","0","2","1","5","True","Zweiteres","38","13.18213","2.399384","True","True"
"MSO05","True","True","2","1","0","1","2","False","Zweiteres","100","2.600891","1.408875","True","True"
"MSO05","True","True","2","2","0","2","0","True","Ersteres","68","2.173706","0.9875488","True","True"
"ARC09","False","True","1","0","0","1","5","False","Zweiteres","18","8.063416","7.886993","True","True"
"ARC09","False","True","1","0","0","0","1","False","Zweiteres","100","6.438736","3.435516","True","True"
"ARC09","False","True","1","0","2","1","5","False","Ersteres","15","7.037689","3.618225","True","True"
"ARC09","False","True","1","0","1","1","3","True","Zweiteres","52","2.630524","7.869049","True","True"
"ARC09","False","True","1","1","0","1","2","True","Zweiteres","80","5.668579","2.496521","True","True"
"ARC09","False","True","1","1","0","2","4","False","Zweiteres","76","4.680573","2.389862","True","True"
"ARC09","False","True","1","2","0","2","0","False","Zweiteres","24","3.853271","4.591309","True","True"
"ARC09","False","True","1","3","0","2","0","True","Zweiteres","91","3.36438","3.60553","True","True"
"AKV18","False","False","2","0","0","1","5","True","Ersteres","80","16.68568","22.58749","True","True"
"AKV18","False","False","2","0","0","0","1","True","Ersteres","100","9.458679","3.364288","True","True"
"AKV18","False","False","2","1","0","1","2","False","Zweiteres","31","21.8746","8.585602","True","True"
"AKV18","False","False","2","0","1","1","3","False","Zweiteres","35","3.382355","6.525269","True","True"
"AKV18","False","False","2","0","2","1","5","False","Zweiteres","26","3.785278","4.312744","True","True"
"AKV18","False","False","2","2","0","2","0","False","Ersteres","39","2.912109","6.772461","True","True"
"AKV18","False","False","2","1","0","2","4","False","Zweiteres","0","2.008545","8.380066","True","True"
"AKV18","False","False","2","3","0","2","0","False","Zweiteres","4","4.037537","6.1828","True","True"
